dot_id,longitude,latitude,SA2_Code,SA2_Name,State_Name,NOM_2024_25,Dot_Value
101021007_1,149.8357,-35.670496,101021007,Braidwood,New South Wales,10,100
101021008_1,149.226765,-35.374848,101021008,Karabar,New South Wales,38,100
101021009_1,149.226071,-35.342266,101021009,Queanbeyan,New South Wales,114,100
101021009_2,149.226008,-35.355417,101021009,Queanbeyan,New South Wales,114,100
101021010_1,149.26008,-35.366996,101021010,Queanbeyan - East,New South Wales,56,100
101021012_1,149.210483,-35.363155,101021012,Queanbeyan West - Jerrabomberra,New South Wales,89,100
101021610_1,149.232386,-35.424273,101021610,Googong,New South Wales,27,100
101021611_1,149.500934,-35.712708,101021611,Queanbeyan Surrounds,New South Wales,47,100
101031013_1,148.68145,-36.952575,101031013,Bombala,New South Wales,2,100
101031014_1,149.158555,-36.256741,101031014,Cooma,New South Wales,53,100
101031015_1,149.110032,-36.484097,101031015,Cooma Surrounds,New South Wales,4,100
101031016_1,148.397104,-36.813051,101031016,Jindabyne - Berridale,New South Wales,64,100
101041017_1,150.171966,-35.703866,101041017,Batemans Bay,New South Wales,26,100
101041018_1,150.207393,-35.775072,101041018,Batemans Bay - South,New South Wales,26,100
101041019_1,149.977302,-36.739124,101041019,Bega - Tathra,New South Wales,18,100
101041020_1,149.732718,-37.405034,101041020,Bega-Eden Hinterland,New South Wales,18,100
101041021_1,150.159082,-35.860052,101041021,Broulee - Tomakin,New South Wales,10,100
101041023_1,149.924886,-37.018401,101041023,Eden,New South Wales,4,100
101041024_1,150.031353,-36.176865,101041024,Eurobodalla Hinterland,New South Wales,6,100
101041025_1,149.846348,-36.895622,101041025,Merimbula - Tura Beach,New South Wales,36,100
101041026_1,150.071887,-35.973677,101041026,Moruya - Tuross Head,New South Wales,20,100
101041027_1,150.064548,-36.413685,101041027,Narooma - Bermagui,New South Wales,23,100
101051539_1,149.750811,-34.712976,101051539,Goulburn,New South Wales,122,100
101051539_2,149.676639,-34.75806,101051539,Goulburn,New South Wales,122,100
101051540_1,149.318336,-34.449796,101051540,Goulburn Surrounds,New South Wales,26,100
101061541_1,148.895588,-34.798838,101061541,Yass,New South Wales,22,100
101061542_1,149.077068,-35.074518,101061542,Yass Surrounds,New South Wales,40,100
101061543_1,148.387652,-34.347885,101061543,Young,New South Wales,28,100
101061544_1,148.452218,-34.228706,101061544,Young Surrounds,New South Wales,13,100
102011028_1,151.423101,-33.477264,102011028,Avoca Beach - Copacabana,New South Wales,68,100
102011029_1,151.400448,-33.514907,102011029,Box Head - MacMasters Beach,New South Wales,59,100
102011030_1,151.248418,-33.233637,102011030,Calga - Kulnura,New South Wales,24,100
102011031_1,151.424135,-33.403698,102011031,Erina - Green Point,New South Wales,94,100
102011032_1,151.338624,-33.428601,102011032,Gosford - Springfield,New South Wales,219,100
102011032_2,151.330463,-33.42451,102011032,Gosford - Springfield,New South Wales,219,100
102011032_3,151.3298,-33.412258,102011032,Gosford - Springfield,New South Wales,219,100
102011033_1,151.288359,-33.447871,102011033,Kariong,New South Wales,28,100
102011034_1,151.389518,-33.468452,102011034,Kincumber - Picketts Valley,New South Wales,33,100
102011035_1,151.339072,-33.396201,102011035,Narara,New South Wales,40,100
102011036_1,151.36471,-33.37294,102011036,Niagara Park - Lisarow,New South Wales,29,100
102011037_1,151.32594,-33.443941,102011037,Point Clare - Koolewong,New South Wales,35,100
102011038_1,151.336528,-33.476174,102011038,Saratoga - Davistown,New South Wales,36,100
102011039_1,151.418553,-33.455779,102011039,Terrigal - North Avoca,New South Wales,162,100
102011039_2,151.412628,-33.444597,102011039,Terrigal - North Avoca,New South Wales,162,100
102011040_1,151.304533,-33.525127,102011040,Umina - Booker Bay - Patonga,New South Wales,137,100
102011040_2,151.273161,-33.551214,102011040,Umina - Booker Bay - Patonga,New South Wales,137,100
102011041_1,151.478329,-33.39816,102011041,Wamberal - Forresters Beach,New South Wales,63,100
102011042_1,151.305861,-33.483925,102011042,Woy Woy - Blackwall,New South Wales,76,100
102011043_1,151.356349,-33.395405,102011043,Wyoming,New South Wales,48,100
102021044_1,151.456144,-33.362739,102021044,Bateau Bay - Killarney Vale,New South Wales,68,100
102021045_1,151.501076,-33.194743,102021045,Blue Haven - San Remo,New South Wales,39,100
102021046_1,151.552939,-33.234446,102021046,Budgewoi - Buff Point - Halekulani,New South Wales,26,100
102021047_1,151.420424,-33.32855,102021047,Chittaway Bay - Tumbi Umbi,New South Wales,67,100
102021048_1,151.51316,-33.247878,102021048,Gorokan - Kanwal - Charmhaven,New South Wales,85,100
102021049_1,151.351368,-33.145915,102021049,Jilliby - Yarramalong,New South Wales,16,100
102021050_1,151.588069,-33.196123,102021050,Lake Munmorah - Mannering Park,New South Wales,29,100
102021051_1,151.356797,-33.295569,102021051,Ourimbah - Fountaindale,New South Wales,27,100
102021052_1,151.559278,-33.136261,102021052,Summerland Point - Gwandalan,New South Wales,16,100
102021053_1,151.523054,-33.311132,102021053,The Entrance,New South Wales,99,100
102021054_1,151.553329,-33.250162,102021054,Toukley - Norah Head,New South Wales,22,100
102021055_1,151.415663,-33.321029,102021055,Tuggerah - Kangy Angy,New South Wales,40,100
102021056_1,151.484715,-33.258165,102021056,Warnervale - Wadalba,New South Wales,88,100
102021057_1,151.4324,-33.287067,102021057,Wyong,New South Wales,50,100
103011059_1,149.613789,-33.450551,103011059,Bathurst - East,New South Wales,45,100
103011060_1,149.468093,-33.606739,103011060,Bathurst Surrounds,New South Wales,11,100
103011061_1,149.780235,-34.033881,103011061,Oberon,New South Wales,9,100
103011612_1,149.551823,-33.43886,103011612,Bathurst - South,New South Wales,73,100
103011613_1,149.522358,-33.410151,103011613,Bathurst - West,New South Wales,37,100
103021062_1,147.09511,-33.079139,103021062,Condobolin,New South Wales,13,100
103021063_1,148.582352,-33.702364,103021063,Cowra,New South Wales,15,100
103021064_1,149.080393,-33.839638,103021064,Cowra Surrounds,New South Wales,8,100
103021065_1,148.048094,-33.651788,103021065,Forbes,New South Wales,13,100
103021066_1,148.214206,-33.722542,103021066,Grenfell,New South Wales,14,100
103021067_1,148.149514,-33.192689,103021067,Parkes (NSW),New South Wales,26,100
103021068_1,147.739037,-33.105034,103021068,Parkes Surrounds,New South Wales,6,100
103021069_1,147.630272,-34.021698,103021069,West Wyalong,New South Wales,11,100
103031070_1,150.080882,-33.470557,103031070,Lithgow,New South Wales,27,100
103031071_1,149.815721,-33.106472,103031071,Lithgow Surrounds,New South Wales,18,100
103031072_1,149.588719,-32.57571,103031072,Mudgee,New South Wales,47,100
103031073_1,150.026344,-32.482398,103031073,Mudgee Surrounds - East,New South Wales,3,100
103031074_1,149.541498,-32.72814,103031074,Mudgee Surrounds - West,New South Wales,26,100
103041076_1,149.125807,-33.779386,103041076,Blayney,New South Wales,13,100
103041077_1,149.130963,-33.311665,103041077,Orange,New South Wales,70,100
103041078_1,149.105544,-33.228579,103041078,Orange - North,New South Wales,101,100
103041078_2,149.199983,-33.233374,103041078,Orange - North,New South Wales,101,100
103041079_1,148.789452,-33.026262,103041079,Orange Surrounds,New South Wales,18,100
104011080_1,152.903211,-29.682572,104011080,Grafton,New South Wales,35,100
104011081_1,152.361065,-29.566064,104011081,Grafton Surrounds,New South Wales,25,100
104011082_1,153.137738,-29.29143,104011082,Maclean - Yamba - Iluka,New South Wales,53,100
104021083_1,152.667067,-30.521303,104021083,Bellingen,New South Wales,21,100
104021084_1,153.137069,-30.287836,104021084,Coffs Harbour - North,New South Wales,108,100
104021084_2,153.129705,-30.268171,104021084,Coffs Harbour - North,New South Wales,108,100
104021085_1,153.128413,-30.305097,104021085,Coffs Harbour - South,New South Wales,86,100
104021086_1,153.092541,-30.110795,104021086,Coramba - Nana Glen - Bucca,New South Wales,13,100
104021087_1,152.677866,-30.301637,104021087,Dorrigo,New South Wales,7,100
104021088_1,153.159413,-30.181957,104021088,Korora - Emerald Beach,New South Wales,62,100
104021089_1,153.086061,-30.360969,104021089,Sawtell - Boambee,New South Wales,64,100
104021090_1,153.009183,-30.475368,104021090,Urunga,New South Wales,13,100
104021091_1,153.134397,-30.025479,104021091,Woolgoolga - Arrawarra,New South Wales,99,100
105011092_1,144.5164,-29.657258,105011092,Bourke - Brewarrina,New South Wales,11,100
105011093_1,145.760241,-31.66885,105011093,Cobar,New South Wales,11,100
105011094_1,147.768666,-31.188879,105011094,Coonamble,New South Wales,8,100
105011095_1,146.694438,-31.051584,105011095,Nyngan - Warren,New South Wales,14,100
105011096_1,148.081599,-29.611171,105011096,Walgett - Lightning Ridge,New South Wales,10,100
105021097_1,141.430018,-31.95697,105021097,Broken Hill,New South Wales,39,100
105021098_1,141.486277,-29.03244,105021098,Far West,New South Wales,7,100
105031099_1,148.870177,-30.936588,105031099,Coonabarabran,New South Wales,18,100
105031100_1,148.678597,-32.242836,105031100,Dubbo - East,New South Wales,54,100
105031101_1,148.617555,-32.281206,105031101,Dubbo - South,New South Wales,92,100
105031102_1,148.548465,-32.199022,105031102,Dubbo - West,New South Wales,52,100
105031103_1,148.588876,-32.645623,105031103,Dubbo Surrounds,New South Wales,5,100
105031104_1,148.5232,-31.560618,105031104,Gilgandra,New South Wales,10,100
105031105_1,148.075228,-31.917944,105031105,Narromine,New South Wales,10,100
105031106_1,148.727963,-32.496768,105031106,Wellington,New South Wales,23,100
106011107_1,151.356337,-32.665632,106011107,Branxton - Greta - Pokolbin,New South Wales,30,100
106011108_1,151.365196,-32.847385,106011108,Cessnock,New South Wales,34,100
106011109_1,150.952311,-33.035993,106011109,Cessnock Surrounds,New South Wales,12,100
106011110_1,151.771059,-32.444174,106011110,Dungog,New South Wales,12,100
106011111_1,151.447451,-32.831143,106011111,Kurri Kurri - Abermain,New South Wales,32,100
106011112_1,151.133119,-32.583371,106011112,Singleton,New South Wales,82,100
106011113_1,150.855921,-32.679868,106011113,Singleton Surrounds,New South Wales,8,100
106021114_1,151.534009,-32.792354,106021114,Maitland,New South Wales,18,100
106021116_1,151.561262,-32.642819,106021116,Maitland - North,New South Wales,19,100
106021614_1,151.57572,-32.774403,106021614,East Maitland - Metford,New South Wales,55,100
106021615_1,151.485658,-32.655896,106021615,Rutherford (North) - Aberglasslyn,New South Wales,69,100
106021616_1,151.494053,-32.721015,106021616,Rutherford (South) - Telarah,New South Wales,11,100
106021617_1,151.6276,-32.733849,106021617,Tenambit - East Maitland,New South Wales,19,100
106021618_1,151.644899,-32.763655,106021618,Thornton - Millers Forest,New South Wales,36,100
106031119_1,152.041715,-32.777631,106031119,Anna Bay,New South Wales,25,100
106031120_1,151.997209,-32.729614,106031120,Lemon Tree Passage - Tanilba Bay,New South Wales,18,100
106031121_1,152.081857,-32.736289,106031121,Nelson Bay Peninsula,New South Wales,118,100
106031121_2,152.158625,-32.715317,106031121,Nelson Bay Peninsula,New South Wales,118,100
106031122_1,151.698154,-32.824163,106031122,Raymond Terrace,New South Wales,33,100
106031123_1,151.77403,-32.64245,106031123,Seaham - Woodville,New South Wales,6,100
106031124_1,152.037752,-32.634203,106031124,Tea Gardens - Hawks Nest,New South Wales,19,100
106031125_1,151.924095,-32.693128,106031125,Williamtown - Medowie - Karuah,New South Wales,39,100
106041126_1,150.900192,-32.353597,106041126,Muswellbrook,New South Wales,42,100
106041127_1,150.433923,-32.541068,106041127,Muswellbrook Surrounds,New South Wales,17,100
106041128_1,150.8411,-32.093672,106041128,Scone,New South Wales,48,100
106041129_1,150.935156,-32.080958,106041129,Scone Surrounds,New South Wales,19,100
107011131_1,150.749232,-34.516199,107011131,Dapto - Avondale,New South Wales,40,100
107011132_1,150.739787,-34.481039,107011132,Horsley - Kembla Grange,New South Wales,23,100
107011134_1,150.822859,-34.44645,107011134,Unanderra - Mount Kembla,New South Wales,46,100
107011545_1,150.854053,-34.466908,107011545,Berkeley - Lake Heights - Cringila,New South Wales,66,100
107011546_1,150.879782,-34.481727,107011546,Port Kembla - Warrawong,New South Wales,39,100
107011547_1,150.882568,-34.515447,107011547,Windang - Primbee,New South Wales,25,100
107031136_1,150.702322,-34.558398,107031136,Albion Park - Macquarie Pass,New South Wales,39,100
107031137_1,150.779786,-34.552137,107031137,Albion Park Rail,New South Wales,13,100
107031138_1,150.85245,-34.687941,107031138,Kiama,New South Wales,44,100
107031139_1,150.855585,-34.630006,107031139,Kiama Downs - Minnamurra,New South Wales,16,100
107031140_1,150.755258,-34.689638,107031140,Kiama Hinterland - Gerringong,New South Wales,32,100
107031141_1,150.817629,-34.590123,107031141,Shellharbour - Flinders,New South Wales,62,100
107031142_1,150.833136,-34.568986,107031142,Shellharbour - Oak Flats,New South Wales,42,100
107031143_1,150.84568,-34.548194,107031143,Warilla,New South Wales,62,100
107041144_1,150.880338,-34.3806,107041144,Balgownie - Fairy Meadow,New South Wales,203,100
107041144_2,150.907567,-34.382976,107041144,Balgownie - Fairy Meadow,New South Wales,203,100
107041144_3,150.871304,-34.384104,107041144,Balgownie - Fairy Meadow,New South Wales,203,100
107041145_1,150.900683,-34.373301,107041145,Corrimal - Tarrawanna - Bellambi,New South Wales,72,100
107041146_1,150.844538,-34.417692,107041146,Figtree - Keiraville,New South Wales,248,100
107041146_2,150.84935,-34.404775,107041146,Figtree - Keiraville,New South Wales,248,100
107041146_3,150.866223,-34.399867,107041146,Figtree - Keiraville,New South Wales,248,100
107041147_1,150.90088,-34.213843,107041147,Helensburgh,New South Wales,32,100
107041148_1,150.926231,-34.315296,107041148,Thirroul - Austinmer - Coalcliff,New South Wales,80,100
107041150_1,150.893991,-34.355305,107041150,Woonona - Bulli - Russell Vale,New South Wales,81,100
107041548_1,150.889614,-34.423782,107041548,Wollongong - East,New South Wales,415,100
107041548_2,150.896377,-34.422715,107041548,Wollongong - East,New South Wales,415,100
107041548_3,150.892399,-34.412585,107041548,Wollongong - East,New South Wales,415,100
107041548_4,150.898179,-34.410363,107041548,Wollongong - East,New South Wales,415,100
107041548_5,150.900988,-34.424174,107041548,Wollongong - East,New South Wales,415,100
107041549_1,150.869504,-34.439205,107041549,Wollongong - West,New South Wales,303,100
107041549_2,150.879452,-34.44013,107041549,Wollongong - West,New South Wales,303,100
107041549_3,150.872266,-34.435108,107041549,Wollongong - West,New South Wales,303,100
107041549_4,150.880078,-34.436764,107041549,Wollongong - West,New South Wales,303,100
108011151_1,152.167566,-32.477284,108011151,Bulahdelah - Stroud,New South Wales,10,100
108011152_1,152.518628,-32.205816,108011152,Forster,New South Wales,35,100
108011153_1,152.473149,-32.324888,108011153,Forster-Tuncurry Surrounds,New South Wales,12,100
108011154_1,152.478737,-32.169561,108011154,Tuncurry,New South Wales,15,100
108021155_1,152.775422,-31.039046,108021155,Kempsey,New South Wales,41,100
108021156_1,152.919227,-30.916626,108021156,Kempsey Surrounds,New South Wales,21,100
108021157_1,153.00911,-30.656327,108021157,Macksville - Scotts Head,New South Wales,8,100
108021158_1,153.002656,-30.619226,108021158,Nambucca Heads,New South Wales,12,100
108021159_1,152.603295,-30.598327,108021159,Nambucca Heads Surrounds,New South Wales,13,100
108021160_1,153.056338,-30.929887,108021160,South West Rocks,New South Wales,18,100
108041162_1,152.793815,-31.720139,108041162,Laurieton - Bonny Hills,New South Wales,44,100
108041164_1,152.829515,-31.46733,108041164,Port Macquarie - West,New South Wales,62,100
108041165_1,152.731256,-31.233524,108041165,Port Macquarie Surrounds,New South Wales,6,100
108041166_1,152.847401,-31.495764,108041166,Wauchope,New South Wales,22,100
108041619_1,152.92968,-31.46873,108041619,Port Macquarie - East,New South Wales,61,100
108041620_1,152.880573,-31.467539,108041620,Port Macquarie - South,New South Wales,62,100
108051167_1,151.601199,-31.810596,108051167,Gloucester,New South Wales,11,100
108051168_1,152.522436,-32.011795,108051168,Old Bar - Manning Point - Red Head,New South Wales,19,100
108051169_1,152.49229,-31.953656,108051169,Taree,New South Wales,48,100
108051170_1,152.4159,-31.846462,108051170,Taree Surrounds,New South Wales,16,100
108051171_1,152.332514,-31.868532,108051171,Wingham,New South Wales,4,100
109011172_1,147.086967,-36.029638,109011172,Albury - East,New South Wales,72,100
109011173_1,146.893138,-36.017125,109011173,Albury - North,New South Wales,33,100
109011174_1,146.918787,-36.102935,109011174,Albury - South,New South Wales,62,100
109011175_1,146.784299,-35.628243,109011175,Albury Surrounds,New South Wales,22,100
109011176_1,146.948584,-36.016565,109011176,Lavington,New South Wales,64,100
109021177_1,144.385015,-34.566022,109021177,Hay,New South Wales,12,100
109021178_1,142.134667,-34.155891,109021178,Wentworth - Buronga,New South Wales,18,100
109021179_1,142.394334,-34.264438,109021179,Wentworth-Balranald Region,New South Wales,15,100
109031180_1,146.325023,-35.998266,109031180,Corowa,New South Wales,12,100
109031181_1,146.374114,-35.289312,109031181,Corowa Surrounds,New South Wales,12,100
109031182_1,144.952649,-35.484963,109031182,Deniliquin,New South Wales,28,100
109031183_1,145.443045,-35.460898,109031183,Deniliquin Surrounds,New South Wales,16,100
109031184_1,144.715584,-36.036642,109031184,Moama,New South Wales,19,100
109031185_1,145.800934,-35.754363,109031185,Tocumwal - Finley - Jerilderie,New South Wales,34,100
110011186_1,151.732495,-30.548271,110011186,Armidale,New South Wales,228,100
110011186_2,151.765325,-30.460035,110011186,Armidale,New South Wales,228,100
110011186_3,151.621216,-30.560603,110011186,Armidale,New South Wales,228,100
110011187_1,152.180487,-30.2164,110011187,Armidale Surrounds - North,New South Wales,20,100
110011188_1,151.267356,-30.582886,110011188,Armidale Surrounds - South,New South Wales,13,100
110011189_1,152.072939,-31.346546,110011189,Walcha,New South Wales,4,100
110021190_1,151.805045,-29.612626,110021190,Glen Innes,New South Wales,12,100
110021191_1,151.121488,-29.708885,110021191,Inverell,New South Wales,44,100
110021192_1,151.445989,-29.482975,110021192,Inverell Surrounds - East,New South Wales,19,100
110021193_1,150.474404,-29.665168,110021193,Inverell Surrounds - West,New South Wales,4,100
110021194_1,151.492296,-29.160263,110021194,Tenterfield,New South Wales,13,100
110031195_1,149.840397,-29.483448,110031195,Moree,New South Wales,17,100
110031196_1,149.350741,-29.767502,110031196,Moree Surrounds,New South Wales,4,100
110031197_1,149.864447,-30.36062,110031197,Narrabri,New South Wales,14,100
110031198_1,149.269452,-30.199336,110031198,Narrabri Surrounds,New South Wales,6,100
110041199_1,150.226575,-31.002926,110041199,Gunnedah,New South Wales,29,100
110041200_1,150.104666,-31.042232,110041200,Gunnedah Surrounds,New South Wales,4,100
110041201_1,150.621794,-31.22307,110041201,Quirindi,New South Wales,8,100
110041202_1,150.954446,-31.147783,110041202,Tamworth - East,New South Wales,125,100
110041202_2,150.95244,-31.154658,110041202,Tamworth - East,New South Wales,125,100
110041203_1,150.869727,-31.051388,110041203,Tamworth - North,New South Wales,97,100
110041204_1,150.858193,-31.058239,110041204,Tamworth - West,New South Wales,34,100
110041205_1,150.661335,-30.876476,110041205,Tamworth Surrounds,New South Wales,30,100
111011206_1,151.690913,-33.027631,111011206,Belmont - Bennetts Green,New South Wales,36,100
111011207_1,151.659326,-33.058761,111011207,Belmont South - Blacksmiths,New South Wales,15,100
111011208_1,151.719067,-32.991803,111011208,Charlestown - Dudley,New South Wales,105,100
111011208_2,151.685238,-32.966456,111011208,Charlestown - Dudley,New South Wales,105,100
111011209_1,151.659012,-32.932252,111011209,Glendale - Cardiff - Hillsborough,New South Wales,67,100
111011210_1,151.680774,-32.985541,111011210,Mount Hutton - Windale,New South Wales,19,100
111011211_1,151.710729,-32.994031,111011211,Redhead,New South Wales,13,100
111011212_1,151.631534,-33.138401,111011212,Swansea - Caves Beach,New South Wales,46,100
111011213_1,151.643581,-32.984899,111011213,Valentine - Eleebana,New South Wales,42,100
111011214_1,151.651272,-32.963186,111011214,Warners Bay - Boolaroo,New South Wales,41,100
111021215_1,151.613112,-32.937086,111021215,Bolton Point - Teralba,New South Wales,22,100
111021216_1,151.530236,-33.111172,111021216,Bonnells Bay - Silverwater,New South Wales,32,100
111021217_1,151.62948,-32.92426,111021217,Edgeworth - Cameron Park,New South Wales,40,100
111021218_1,151.505917,-33.086302,111021218,Morisset - Cooranbong,New South Wales,51,100
111021219_1,151.571636,-33.024038,111021219,Toronto - Awaba,New South Wales,38,100
111021220_1,151.59479,-33.056625,111021220,Wangi Wangi - Rathmines,New South Wales,26,100
111021221_1,151.56983,-32.930022,111021221,West Wallsend - Barnsley - Killingworth,New South Wales,10,100
111031222_1,151.706861,-32.939377,111031222,Adamstown - Kotara,New South Wales,75,100
111031223_1,151.678422,-32.847244,111031223,Beresfield - Hexham,New South Wales,35,100
111031224_1,151.750948,-32.92684,111031224,Hamilton - Broadmeadow,New South Wales,96,100
111031225_1,151.717291,-32.912022,111031225,Lambton - New Lambton,New South Wales,95,100
111031226_1,151.663377,-32.888596,111031226,Maryland - Fletcher - Minmi,New South Wales,69,100
111031227_1,151.719651,-32.893524,111031227,Mayfield - Warabrook,New South Wales,99,100
111031228_1,151.74197,-32.939392,111031228,Merewether - The Junction,New South Wales,112,100
111031228_2,151.730238,-32.949681,111031228,Merewether - The Junction,New South Wales,112,100
111031229_1,151.769711,-32.925225,111031229,Newcastle - Cooks Hill,New South Wales,183,100
111031229_2,151.768778,-32.9364,111031229,Newcastle - Cooks Hill,New South Wales,183,100
111031231_1,151.690955,-32.895379,111031231,Shortland - Jesmond,New South Wales,527,100
111031231_2,151.69094,-32.904349,111031231,Shortland - Jesmond,New South Wales,527,100
111031231_3,151.698453,-32.875673,111031231,Shortland - Jesmond,New South Wales,527,100
111031231_4,151.702107,-32.888078,111031231,Shortland - Jesmond,New South Wales,527,100
111031231_5,151.693808,-32.905508,111031231,Shortland - Jesmond,New South Wales,527,100
111031231_6,151.680282,-32.878397,111031231,Shortland - Jesmond,New South Wales,527,100
111031232_1,151.814294,-32.851423,111031232,Stockton - Fullerton Cove,New South Wales,37,100
111031233_1,151.67953,-32.893281,111031233,Wallsend - Elermore Vale,New South Wales,156,100
111031233_2,151.67416,-32.9216,111031233,Wallsend - Elermore Vale,New South Wales,156,100
111031234_1,151.727607,-32.911973,111031234,Waratah - North Lambton,New South Wales,145,100
111031234_2,151.719016,-32.903829,111031234,Waratah - North Lambton,New South Wales,145,100
111031235_1,151.744512,-32.911474,111031235,Wickham - Carrington - Tighes Hill,New South Wales,112,100
111031235_2,151.76733,-32.909904,111031235,Wickham - Carrington - Tighes Hill,New South Wales,112,100
112011236_1,153.560486,-28.859336,112011236,Ballina,New South Wales,79,100
112011237_1,153.439141,-28.782334,112011237,Ballina Surrounds,New South Wales,60,100
112011238_1,153.557499,-28.64659,112011238,Bangalow,New South Wales,42,100
112011239_1,153.532935,-28.545022,112011239,Brunswick Heads - Ocean Shores,New South Wales,58,100
112011240_1,153.591319,-28.712759,112011240,Byron Bay,New South Wales,184,100
112011240_2,153.608911,-28.675622,112011240,Byron Bay,New South Wales,184,100
112011241_1,153.391826,-29.083629,112011241,Evans Head,New South Wales,15,100
112011242_1,153.576618,-28.752855,112011242,Lennox Head - Skennars Head,New South Wales,62,100
112011243_1,153.339874,-28.534953,112011243,Mullumbimby,New South Wales,55,100
112021244_1,153.003501,-28.877691,112021244,Casino,New South Wales,24,100
112021245_1,153.000731,-29.104016,112021245,Casino Surrounds,New South Wales,18,100
112021246_1,153.317607,-28.83386,112021246,Goonellabah,New South Wales,41,100
112021247_1,152.885117,-28.637745,112021247,Kyogle,New South Wales,14,100
112021248_1,153.270513,-28.785018,112021248,Lismore,New South Wales,62,100
112021249_1,153.103072,-28.701504,112021249,Lismore Surrounds,New South Wales,47,100
112031250_1,153.548402,-28.251479,112031250,Kingscliff - Fingal Head,New South Wales,91,100
112031251_1,153.417572,-28.328566,112031251,Murwillumbah,New South Wales,29,100
112031252_1,153.147818,-28.351168,112031252,Murwillumbah Surrounds,New South Wales,34,100
112031253_1,153.421487,-28.443149,112031253,Pottsville,New South Wales,58,100
112031254_1,153.474228,-28.190426,112031254,Tweed Heads,New South Wales,108,100
112031254_2,153.418161,-28.207,112031254,Tweed Heads,New South Wales,108,100
112031550_1,153.542522,-28.232455,112031550,Banora Point,New South Wales,48,100
112031551_1,153.450715,-28.264859,112031551,Terranora - North Tumbulgum,New South Wales,12,100
112031552_1,153.537279,-28.19228,112031552,Tweed Heads South,New South Wales,40,100
113011256_1,146.004481,-34.301631,113011256,Griffith (NSW),New South Wales,197,100
113011256_2,146.082705,-34.266702,113011256,Griffith (NSW),New South Wales,197,100
113011257_1,146.040266,-33.944096,113011257,Griffith Surrounds,New South Wales,55,100
113011258_1,146.379365,-34.639794,113011258,Leeton,New South Wales,29,100
113011259_1,146.478698,-34.409583,113011259,Narrandera,New South Wales,18,100
113021260_1,148.237989,-36.377512,113021260,Tumbarumba,New South Wales,5,100
113021261_1,148.180401,-35.296613,113021261,Tumut,New South Wales,23,100
113021262_1,148.478384,-35.094853,113021262,Tumut Surrounds,New South Wales,18,100
113031263_1,147.913351,-34.499842,113031263,Cootamundra,New South Wales,27,100
113031264_1,148.384421,-34.932245,113031264,Gundagai,New South Wales,10,100
113031265_1,147.770386,-34.778894,113031265,Junee,New South Wales,42,100
113031266_1,147.347282,-34.235099,113031266,Temora,New South Wales,11,100
113031267_1,147.372062,-35.181259,113031267,Wagga Wagga - East,New South Wales,67,100
113031268_1,147.463099,-35.047018,113031268,Wagga Wagga - North,New South Wales,39,100
113031269_1,147.348337,-35.125596,113031269,Wagga Wagga - South,New South Wales,97,100
113031270_1,147.295981,-35.141161,113031270,Wagga Wagga - West,New South Wales,91,100
113031271_1,147.174505,-35.377116,113031271,Wagga Wagga Surrounds,New South Wales,25,100
114011272_1,150.450738,-34.847093,114011272,Berry - Kangaroo Valley,New South Wales,32,100
114011273_1,150.655701,-34.97408,114011273,Callala Bay - Currarong,New South Wales,9,100
114011274_1,150.697665,-34.911023,114011274,Culburra Beach,New South Wales,15,100
114011276_1,150.648522,-35.04267,114011276,Huskisson - Vincentia,New South Wales,26,100
114011277_1,150.649063,-34.851435,114011277,North Nowra - Bomaderry,New South Wales,59,100
114011278_1,150.526257,-34.924008,114011278,Nowra,New South Wales,60,100
114011279_1,150.571266,-35.11701,114011279,St Georges Basin - Erowal Bay,New South Wales,36,100
114011280_1,150.562315,-35.129773,114011280,Sussex Inlet - Berrara,New South Wales,6,100
114011281_1,150.559666,-34.981941,114011281,Tomerong - Wandandian - Woollamia,New South Wales,7,100
114011282_1,150.442538,-35.332413,114011282,Ulladulla,New South Wales,55,100
114011283_1,150.365001,-35.539684,114011283,Ulladulla Surrounds,New South Wales,13,100
114021284_1,150.403433,-34.44927,114021284,Bowral,New South Wales,66,100
114021285_1,150.515218,-34.295272,114021285,Hill Top - Colo Vale,New South Wales,10,100
114021286_1,150.516429,-34.472994,114021286,Mittagong,New South Wales,41,100
114021287_1,150.379511,-34.508353,114021287,Moss Vale - Berrima,New South Wales,90,100
114021288_1,150.57031,-34.610344,114021288,Robertson - Fitzroy Falls,New South Wales,11,100
114021289_1,150.274391,-34.541599,114021289,Southern Highlands,New South Wales,24,100
115011290_1,150.987217,-33.757807,115011290,Baulkham Hills - East,New South Wales,366,100
115011290_2,150.984592,-33.744074,115011290,Baulkham Hills - East,New South Wales,366,100
115011290_3,150.993469,-33.751165,115011290,Baulkham Hills - East,New South Wales,366,100
115011290_4,150.970678,-33.760032,115011290,Baulkham Hills - East,New South Wales,366,100
115011291_1,150.96447,-33.728613,115011291,Baulkham Hills (West) - Bella Vista,New South Wales,316,100
115011291_2,150.976651,-33.737971,115011291,Baulkham Hills (West) - Bella Vista,New South Wales,316,100
115011291_3,150.970664,-33.740259,115011291,Baulkham Hills (West) - Bella Vista,New South Wales,316,100
115011291_4,150.963832,-33.730763,115011291,Baulkham Hills (West) - Bella Vista,New South Wales,316,100
115011294_1,151.011313,-33.703957,115011294,Glenhaven,New South Wales,29,100
